有價證券代號,有價證券名稱,國際證券辨識號碼(ISIN Code),上市日,市場別,產業別,CFICode,備註
 上櫃認購(售)權證  ,,,,,,,
738518,常珵國票27購01,TW23Z7385180,2023/01/17,上櫃,,RWSCCA,
738519,瑞基國票28購02,TW23Z7385198,2023/01/17,上櫃,,RWSCCA,
738520,群聯國票28購03,TW23Z7385206,2023/01/17,上櫃,,RWSCCA,
738521,穩懋康和29購01,TW23Z7385214,2023/01/17,上櫃,,RWSCCA,
738522,大學光元大27購05,TW23Z7385222,2023/01/17,上櫃,,RWSCCA,
738523,元太元大28購03,TW23Z7385230,2023/01/17,上櫃,,RWSCCA,
738524,世界元大27購04,TW23Z7385248,2023/01/17,上櫃,,RWSCCA,
738525,家登元大28購02,TW23Z7385255,2023/01/17,上櫃,,RWSCCA,
738526,鈺太元大27購04,TW23Z7385263,2023/01/17,上櫃,,RWSCCA,
738527,綠界元大27購02,TW23Z7385271,2023/01/17,上櫃,,RWSCCA,
738528,雙鴻元大27購02,TW23Z7385289,2023/01/17,上櫃,,RWSCCA,
738529,穩懋元大27購05,TW23Z7385297,2023/01/17,上櫃,,RWSCCA,
738530,大江群益27購01,TW23Z7385305,2023/01/17,上櫃,,RWSCCA,
738531,元太群益27購03,TW23Z7385313,2023/01/17,上櫃,,RWSCCA,
738532,閎康群益27購01,TW23Z7385321,2023/01/17,上櫃,,RWSCCA,
738533,瑞基群益28購01,TW23Z7385339,2023/01/17,上櫃,,RWSCCA,
738534,宏捷科中信29購01,TW23Z7385347,2023/01/17,上櫃,,RWSCCE,
738535,金居中信28購01,TW23Z7385354,2023/01/17,上櫃,,RWSCCE,
738536,合一永豐27購01,TW23Z7385362,2023/01/17,上櫃,,RWSCCA,
738537,合一永豐29購02,TW23Z7385370,2023/01/17,上櫃,,RWSCCA,
738538,亞泰永豐28購01,TW23Z7385388,2023/01/17,上櫃,,RWSCCA,
738539,長聖永豐29購01,TW23Z7385396,2023/01/17,上櫃,,RWSCCA,
738540,振曜永豐29購01,TW23Z7385404,2023/01/17,上櫃,,RWSCCA,
738541,漢來永豐28購01,TW23Z7385412,2023/01/17,上櫃,,RWSCCA,
738542,綠界永豐28購01,TW23Z7385420,2023/01/17,上櫃,,RWSCCA,
738543,亞泰國票28購01,TW23Z7385438,2023/01/30,上櫃,,RWSCCA,
738544,建達國票28購01,TW23Z7385446,2023/01/30,上櫃,,RWSCCA,
738545,翔名國票28購02,TW23Z7385453,2023/01/30,上櫃,,RWSCCA,
738546,瑞基國票28購03,TW23Z7385461,2023/01/30,上櫃,,RWSCCA,
738547,長聖元富27購01,TW23Z7385479,2023/01/30,上櫃,,RWSCCA,
738548,穩懋元富27購06,TW23Z7385487,2023/01/30,上櫃,,RWSCCA,
738549,中天凱基27購07,TW23Z7385495,2023/01/30,上櫃,,RWSCCA,
738550,元太凱基28購07,TW23Z7385503,2023/01/30,上櫃,,RWSCCA,
738551,立端凱基28購01,TW23Z7385511,2023/01/30,上櫃,,RWSCCA,
738552,宏捷科凱基2B購01,TW23Z7385529,2023/01/30,上櫃,,RWSCCA,
738553,普誠凱基27購01,TW23Z7385537,2023/01/30,上櫃,,RWSCCA,
738554,綠界凱基27購02,TW23Z7385545,2023/01/30,上櫃,,RWSCCA,
738555,合一中信2A購01,TW23Z7385552,2023/01/30,上櫃,,RWSCCE,
738556,亞泰中信27購01,TW23Z7385560,2023/01/30,上櫃,,RWSCCE,
738557,中天群益27購04,TW23Z7385578,2023/01/30,上櫃,,RWSCCA,
738558,翔名群益28購01,TW23Z7385586,2023/01/30,上櫃,,RWSCCA,
738559,鈊象群益27購02,TW23Z7385594,2023/01/30,上櫃,,RWSCCA,
738560,家登統一2A購02,TW23Z7385602,2023/01/30,上櫃,,RWSCCA,
738561,晶宏統一2A購01,TW23Z7385610,2023/01/30,上櫃,,RWSCCA,
738562,智崴統一2A購01,TW23Z7385628,2023/01/30,上櫃,,RWSCCA,
738563,智崴統一2B購02,TW23Z7385636,2023/01/30,上櫃,,RWSCCA,
738564,鈺太統一2A購01,TW23Z7385644,2023/01/30,上櫃,,RWSCCA,
738565,綠界統一27購01,TW23Z7385651,2023/01/30,上櫃,,RWSCCA,
738566,同致兆豐2B購01,TW23Z7385669,2023/01/30,上櫃,,RWSCCA,
738567,信驊兆豐27購01,TW23Z7385677,2023/01/30,上櫃,,RWSCCA,
738568,聯亞兆豐27購01,TW23Z7385685,2023/01/30,上櫃,,RWSCCA,
738569,合一富邦27購01,TW23Z7385693,2023/01/30,上櫃,,RWSCCA,
738570,穩懋富邦2A購01,TW23Z7385701,2023/01/30,上櫃,,RWSCCA,
738571,大樹元大27購04,TW23Z7385719,2023/01/30,上櫃,,RWSCCA,
738572,宜特元大27購03,TW23Z7385727,2023/01/30,上櫃,,RWSCCA,
738573,朋程元大27購06,TW23Z7385735,2023/01/30,上櫃,,RWSCCA,
738574,金居元大27購01,TW23Z7385743,2023/01/30,上櫃,,RWSCCA,
738575,神準元大28購01,TW23Z7385750,2023/01/30,上櫃,,RWSCCA,
738576,健喬元大28購02,TW23Z7385768,2023/01/30,上櫃,,RWSCCA,
738577,華景電元大27購01,TW23Z7385776,2023/01/30,上櫃,,RWSCCA,
738578,華景電元大2A購01,TW23Z7385784,2023/01/30,上櫃,,RWSCCA,
738579,鈊象元大28購02,TW23Z7385792,2023/01/30,上櫃,,RWSCCA,
738580,鈺太元大27購05,TW23Z7385800,2023/01/30,上櫃,,RWSCCA,
738581,鈺創元大27購02,TW23Z7385818,2023/01/30,上櫃,,RWSCCA,
738582,雙鴻元大27購03,TW23Z7385826,2023/01/30,上櫃,,RWSCCA,
738583,穩懋元大27購06,TW23Z7385834,2023/01/30,上櫃,,RWSCCA,
738584,穩懋元大2A購01,TW23Z7385842,2023/01/30,上櫃,,RWSCCA,
738585,合一統一27購05,TW23Z7385859,2023/01/31,上櫃,,RWSCCA,
738586,合一統一27購06,TW23Z7385867,2023/01/31,上櫃,,RWSCCA,
738587,金居統一2A購01,TW23Z7385875,2023/01/31,上櫃,,RWSCCA,
738588,家登統一31購01,TW23Z7385883,2023/01/31,上櫃,,RWSCCA,
738589,大江兆豐2A購01,TW23Z7385891,2023/01/31,上櫃,,RWSCCA,
738590,光隆群益27購02,TW23Z7385909,2023/01/31,上櫃,,RWSCCA,
738591,合一群益27購07,TW23Z7385917,2023/01/31,上櫃,,RWSCCA,
738592,綠界群益27購01,TW23Z7385925,2023/01/31,上櫃,,RWSCCA,
738593,撼訊群益27購04,TW23Z7385933,2023/01/31,上櫃,,RWSCCA,
738594,立端元富2A購02,TW23Z7385941,2023/01/31,上櫃,,RWSCCA,
738595,博智元富27購01,TW23Z7385958,2023/01/31,上櫃,,RWSCCA,
738596,聯亞元富2A購01,TW23Z7385966,2023/01/31,上櫃,,RWSCCA,
738597,91APP*凱基2A購01,TW23Z7385974,2023/01/31,上櫃,,RWSCCA,
738598,力旺凱基27購05,TW23Z7385982,2023/01/31,上櫃,,RWSCCA,
738599,大樹凱基27購01,TW23Z7385990,2023/01/31,上櫃,,RWSCCA,
738600,台半凱基27購06,TW23Z7386006,2023/01/31,上櫃,,RWSCCA,
738601,朋程凱基27購02,TW23Z7386014,2023/01/31,上櫃,,RWSCCA,
738602,家登凱基27購02,TW23Z7386022,2023/01/31,上櫃,,RWSCCA,
738603,鈊象凱基2B購01,TW23Z7386030,2023/01/31,上櫃,,RWSCCA,
738604,鈺太凱基27購03,TW23Z7386048,2023/01/31,上櫃,,RWSCCA,
738605,大宇資麥證2A購01,TW23Z7386055,2023/01/31,上櫃,,RWSCCE,
738606,力旺中信27購03,TW23Z7386063,2023/01/31,上櫃,,RWSCCE,
738607,力旺中信28購02,TW23Z7386071,2023/01/31,上櫃,,RWSCCE,
738608,力旺中信2A購01,TW23Z7386089,2023/01/31,上櫃,,RWSCCE,
738609,智崴中信2A購01,TW23Z7386097,2023/01/31,上櫃,,RWSCCE,
738610,中天永豐2A購01,TW23Z7386105,2023/01/31,上櫃,,RWSCCA,
738611,合一永豐2A購02,TW23Z7386113,2023/01/31,上櫃,,RWSCCA,
738612,穩懋永豐27購02,TW23Z7386121,2023/01/31,上櫃,,RWSCCA,
738613,元太富邦2A購01,TW23Z7386139,2023/01/31,上櫃,,RWSCCA,
738614,健喬富邦2A購01,TW23Z7386147,2023/01/31,上櫃,,RWSCCA,
738615,環球晶富邦2A購01,TW23Z7386154,2023/01/31,上櫃,,RWSCCA,
738616,力旺元大27購05,TW23Z7386162,2023/01/31,上櫃,,RWSCCA,
738617,大江元大27購04,TW23Z7386170,2023/01/31,上櫃,,RWSCCA,
738618,元太元大28購04,TW23Z7386188,2023/01/31,上櫃,,RWSCCA,
738619,朋程元大27購07,TW23Z7386196,2023/01/31,上櫃,,RWSCCA,
738620,家登元大28購03,TW23Z7386204,2023/01/31,上櫃,,RWSCCA,
738621,泰博元大27購02,TW23Z7386212,2023/01/31,上櫃,,RWSCCA,
738622,智崴元大27購02,TW23Z7386220,2023/01/31,上櫃,,RWSCCA,
738623,綠界元大27購03,TW23Z7386238,2023/01/31,上櫃,,RWSCCA,
738624,綠界元大2A購01,TW23Z7386246,2023/01/31,上櫃,,RWSCCA,
738625,綠界元大2A購02,TW23Z7386253,2023/01/31,上櫃,,RWSCCA,
738626,網家元大27購01,TW23Z7386261,2023/01/31,上櫃,,RWSCCA,
 ETF  ,,,,,,,
006201,元大富櫃50,TW0000062017,2011/01/27,上櫃,,CEOGEU,
00679B,元大美債20年,TW00000679B0,2017/01/17,上櫃,,CEOIBU,
00687B,國泰20年美債,TW00000687B3,2017/04/13,上櫃,,CEOJBU,
00694B,富邦美債1-3年,TW00000694B9,2017/06/08,上櫃,,CEOGBU,
00695B,富邦美債7-10年,TW00000695B6,2017/06/08,上櫃,,CEOGBU,
00696B,富邦美債20年,TW00000696B4,2017/06/08,上櫃,,CEOGBU,
00697B,元大美債7-10,TW00000697B2,2017/06/23,上櫃,,CEOGBU,
00718B,富邦中國政策債,TW00000718B6,2018/02/08,上櫃,,CEOGBU,
00719B,元大美債1-3,TW00000719B4,2018/02/01,上櫃,,CEOJBU,
00720B,元大投資級公司債,TW00000720B2,2018/02/01,上櫃,,CEOJBU,
00721B,元大中國債3-5,TW00000721B0,2018/02/01,上櫃,,CEOJBU,
00722B,群益15年IG電信債,TW00000722B8,2017/12/15,上櫃,,CEOIBU,
00723B,群益15年IG科技債,TW00000723B6,2017/12/15,上櫃,,CEOIBU,
00724B,群益10年IG金融債,TW00000724B4,2017/12/15,上櫃,,CEOIBU,
00725B,國泰投資級公司債,TW00000725B1,2018/02/07,上櫃,,CEOJBU,
00726B,國泰5Y+新興債,TW00000726B9,2018/02/07,上櫃,,CEOJBU,
00727B,國泰1-5Y非投等債,TW00000727B7,2018/02/07,上櫃,,CEOIBU,
00734B,台新JPM新興債,TW00000734B3,2018/05/24,上櫃,,CEOIBU,
00740B,富邦全球投等債,TW00000740B0,2018/06/08,上櫃,,CEOIBU,
00741B,富邦全球非投等債,TW00000741B8,2018/06/08,上櫃,,CEOIBU,
00744B,國泰中國政金債5+,TW00000744B2,2018/08/03,上櫃,,CEOJBU,
00746B,富邦A級公司債,TW00000746B7,2018/08/15,上櫃,,CEOIBU,
00748B,凱基中國債3-10,TW00000748B3,2018/09/20,上櫃,,CEOIBU,
00749B,凱基新興債10+,TW00000749B1,2018/09/20,上櫃,,CEOIBU,
00750B,凱基科技債10+,TW00000750B9,2018/09/20,上櫃,,CEOIBU,
00751B,元大AAA至A公司債,TW00000751B7,2018/10/03,上櫃,,CEOJBU,
00754B,群益AAA-AA公司債,TW00000754B1,2018/10/22,上櫃,,CEOIBU,
00755B,群益15年IG公用債,TW00000755B8,2018/10/22,上櫃,,CEOIBU,
00756B,群益15年EM主權債,TW00000756B6,2018/10/22,上櫃,,CEOIBU,
00758B,FH能源債,TW00000758B2,2018/11/14,上櫃,,CEOIBU,
00759B,FH製藥債,TW00000759B0,2018/11/14,上櫃,,CEOIBU,
00760B,FH新興企業債,TW00000760B8,2018/11/14,上櫃,,CEOIBU,
00761B,國泰A級公司債,TW00000761B6,2018/11/30,上櫃,,CEOJBU,
00764B,群益25年美債,TW00000764B0,2018/12/24,上櫃,,CEOIBU,
00765B,群益中國政金債,TW00000765B7,2018/12/24,上櫃,,CEOIBU,
00768B,FH20年美債,TW00000768B1,2019/01/28,上櫃,,CEOGBU,
00772B,中信高評級公司債,TW00000772B3,2019/01/29,上櫃,,CEOJBU,
00773B,中信優先金融債,TW00000773B1,2019/01/29,上櫃,,CEOJBU,
00777B,凱基AAA至A公司債,TW00000777B2,2019/02/14,上櫃,,CEOIBU,
00778B,凱基金融債20+,TW00000778B0,2019/02/14,上櫃,,CEOIBU,
00779B,凱基美債25+,TW00000779B8,2019/02/14,上櫃,,CEOIBU,
00780B,國泰A級金融債,TW00000780B6,2019/03/07,上櫃,,CEOJBU,
00781B,國泰A級科技債,TW00000781B4,2019/03/07,上櫃,,CEOJBU,
00782B,國泰A級公用債,TW00000782B2,2019/03/07,上櫃,,CEOJBU,
00784B,富邦中國投等債,TW00000784B8,2019/03/27,上櫃,,CEOIBU,
00785B,富邦金融投等債,TW00000785B5,2019/03/27,上櫃,,CEOIBU,
00786B,元大10年IG銀行債,TW00000786B3,2019/04/02,上櫃,,CEOJBU,
00787B,元大10年IG醫療債,TW00000787B1,2019/04/02,上櫃,,CEOJBU,
00788B,元大10年IG電能債,TW00000788B9,2019/04/02,上櫃,,CEOJBU,
00789B,FH公司債A3,TW00000789B7,2019/03/20,上櫃,,CEOIBU,
00790B,FH次順位IG金融債,TW00000790B5,2019/03/20,上櫃,,CEOIBU,
00791B,FH美元信用債1-5Y,TW00000791B3,2019/03/20,上櫃,,CEOIBU,
00792B,群益A級公司債,TW00000792B1,2019/04/03,上櫃,,CEOIBU,
00793B,群益AAA-A醫療債,TW00000793B9,2019/04/03,上櫃,,CEOIRU,
00794B,群益7+中國政金債,TW00000794B7,2019/04/30,上櫃,,CEOIBU,
00795B,中信美國公債20年,TW00000795B4,2019/04/11,上櫃,,CEOIBU,
00799B,國泰A級醫療債,TW00000799B6,2019/05/03,上櫃,,CEOJBU,
00831B,新光美債1-3,TW00000831B7,2019/04/26,上櫃,,CEOIBU,
00834B,第一金金融債10+,TW00000834B1,2019/05/09,上櫃,,CEOIBU,
00836B,永豐10年A公司債,TW00000836B6,2019/05/22,上櫃,,CEOIBU,
00838B,永豐7-10年中國債,TW00000838B2,2019/06/13,上櫃,,CEOIBU,
00840B,凱基IG精選15+,TW00000840B8,2019/06/10,上櫃,,CEOIBU,
00841B,凱基AAA-AA公司債,TW00000841B6,2019/06/10,上櫃,,CEOIBU,
00842B,台新美元銀行債,TW00000842B4,2019/06/14,上櫃,,CEOIBU,
00844B,新光15年IG金融債,TW00000844B0,2019/07/18,上櫃,,CEOIBU,
00845B,富邦新興投等債,TW00000845B7,2019/07/16,上櫃,,CEOIBU,
00846B,富邦歐洲銀行債,TW00000846B5,2019/07/16,上櫃,,CEOIBU,
00847B,中信美國市政債,TW00000847B3,2019/07/30,上櫃,,CEOJBU,
00848B,中信新興亞洲債,TW00000848B1,2019/07/30,上櫃,,CEOJBU,
00849B,中信EM主權債0-5,TW00000849B9,2019/07/30,上櫃,,CEOJBU,
00853B,統一美債10年Aa-A,TW00000853B1,2019/09/04,上櫃,,CEOIBU,
00856B,永豐1-3年美公債,TW00000856B4,2019/09/30,上櫃,,CEOIBU,
00857B,永豐20年美公債,TW00000857B2,2019/09/30,上櫃,,CEOIBU,
00858,永豐美國500大,TW0000085802,2019/09/30,上櫃,,CEOIEU,
00859B,群益0-1年美債,TW00000859B8,2019/10/18,上櫃,,CEOIBU,
00860B,群益1-5年IG債,TW00000860B6,2019/10/18,上櫃,,CEOIBU,
00862B,中信投資級公司債,TW00000862B2,2019/10/18,上櫃,,CEOIBU,
00863B,中信全球電信債,TW00000863B0,2019/10/18,上櫃,,CEOIBU,
00864B,中信美國公債0-1,TW00000864B8,2019/10/18,上櫃,,CEOGBU,
00867B,新光A-BBB電信債,TW00000867B1,2019/11/15,上櫃,,CEOIBU,
00870B,元大15年EM主權債,TW00000870B5,2020/01/09,上櫃,,CEOJBU,
00877,FH中國5G,TW0000087709,2020/07/22,上櫃,,CEOGEU,
00883B,中信ESG投資級債,TW00000883B8,2021/02/04,上櫃,,CEOIBU,
00884B,中信低碳新興債,TW00000884B6,2021/02/04,上櫃,,CEOIBU,
00886,永豐美國科技,TW0000088608,2021/03/31,上櫃,,CEOGEU,
00887,永豐中國科技50大,TW0000088707,2021/03/31,上櫃,,CEOGEU,
00888,永豐台灣ESG,TW0000088806,2021/03/31,上櫃,,CEOIEU,
00890B,凱基ESG BBB 債 15+,TW00000890B3,2021/05/10,上櫃,,CEOIBU,
 股票  ,,,,,,,
1240,茂生農經,TW0001240000,2018/08/08,上櫃,農業科技業,ESVUFR,
1258,其祥-KY,KYG522401010,2011/12/12,上櫃,食品工業,ESVUFR,
1259,安心,TW0001259000,2011/12/15,上櫃,觀光事業,ESVUFR,
1264,德麥,TW0001264000,2015/04/09,上櫃,食品工業,ESVUFR,
1268,漢來美食,TW0001268001,2017/09/27,上櫃,觀光事業,ESVUFR,
1336,台翰,TW0001336006,2007/11/02,上櫃,電子零組件業,ESVUFR,
1565,精華,TW0001565000,2004/03/30,上櫃,生技醫療業,ESVUFR,
1569,濱川,TW0001569002,2005/07/29,上櫃,電腦及週邊設備業,ESVUFR,
1570,力肯,TW0001570000,2005/06/30,上櫃,電機機械,ESVUFR,
1580,新麥,TW0001580009,2007/12/10,上櫃,電機機械,ESVUFR,
1584,精剛,TW0001584001,2007/11/28,上櫃,其他業,ESVUFR,
1586,和勤,TW0001586006,2012/01/09,上櫃,電機機械,ESVUFR,
1591,駿吉-KY,KYG4782L1023,2012/03/23,上櫃,電機機械,ESVUFR,
1593,祺驊,TW0001593002,2012/06/13,上櫃,生技醫療業,ESVUFR,
1595,川寶,TW0001595007,2011/10/04,上櫃,電子零組件業,ESVUFR,
1599,宏佳騰,TW0001599009,2012/12/25,上櫃,電機機械,ESVUFR,
1742,台蠟,TW0001742005,2004/05/14,上櫃,化學工業,ESVUFR,
1777,生泰,TW0001777001,2005/10/19,上櫃,生技醫療業,ESVUFR,
1781,合世,TW0001781003,2004/12/24,上櫃,生技醫療業,ESVUFR,
1784,訊聯,TW0001784007,2007/07/26,上櫃,生技醫療業,ESVUFR,
1785,光洋科,TW0001785004,2005/01/31,上櫃,其他電子業,ESVUFR,
1788,杏昌,TW0001788008,2009/07/20,上櫃,生技醫療業,ESVUFR,
1796,金穎生技,TW0001796001,2018/01/22,上櫃,食品工業,ESVUFR,
1799,易威,TW0001799005,2008/11/10,上櫃,生技醫療業,ESVUFR,
1813,寶利徠,TW0001813004,2009/08/04,上櫃,生技醫療業,ESVUFR,
1815,富喬,TW0001815009,2006/01/23,上櫃,電子零組件業,ESVUFR,
2035,唐榮,TW0002035003,2006/07/07,上櫃,鋼鐵工業,ESVUFR,
2061,風青,TW0002061009,2010/12/09,上櫃,電器電纜,ESVUFR,
2063,世鎧,TW0002063005,2010/09/07,上櫃,鋼鐵工業,ESVUFR,
2064,晉椿,TW0002064003,2014/12/26,上櫃,鋼鐵工業,ESVUFR,
2065,世豐,TW0002065000,2017/04/21,上櫃,鋼鐵工業,ESVUFR,
2066,世德,TW0002066008,2013/09/24,上櫃,電機機械,ESVUFR,
2067,嘉鋼,TW0002067006,2014/05/26,上櫃,電機機械,ESVUFR,
2070,精湛,TW0002070000,2018/12/17,上櫃,電機機械,ESVUFR,
2221,大甲,TW0002221009,2007/08/01,上櫃,其他業,ESVUFR,
2230,泰茂,TW0002230000,2013/04/18,上櫃,電機機械,ESVUFR,
2235,謚源,TW0002235009,2014/12/15,上櫃,電機機械,ESVUFR,
2596,綠意,TW0002596004,2009/06/01,上櫃,建材營造業,ESVUFR,
2640,大車隊,TW0002640000,2012/11/07,上櫃,其他業,ESVUFR,
2641,正德,TW0002641008,2014/10/09,上櫃,航運業,ESVUFR,
2643,捷迅,TW0002643004,2016/03/04,上櫃,航運業,ESVUFR,
2718,晶悅,TW0002718004,2011/03/29,上櫃,觀光事業,ESVUFR,
2719,燦星旅,TW0002719002,2012/02/24,上櫃,觀光事業,ESVUFR,
2724,富驛-KY,KYG3704Y1017,2012/05/29,上櫃,觀光事業,ESVUFR,
2726,雅茗-KY,KYG988361021,2014/12/24,上櫃,觀光事業,ESVUFR,
2729,瓦城,TW0002729001,2012/09/17,上櫃,觀光事業,ESVUFR,
2732,六角,TW0002732005,2015/01/20,上櫃,觀光事業,ESVUFR,
2734,易飛網,TW0002734001,2013/12/26,上櫃,觀光事業,ESVUFR,
2736,富野,TW0002736006,2016/01/06,上櫃,觀光事業,ESVUFR,
2740,天蔥,TW0002740008,2015/12/24,上櫃,觀光事業,ESVUFR,
2743,山富,TW0002743002,2020/03/09,上櫃,觀光事業,ESVUFR,
2745,五福,TW0002745007,2018/04/16,上櫃,觀光事業,ESVUFR,
2752,豆府,TW0002752003,2019/09/25,上櫃,觀光事業,ESVUFR,
2754,亞洲藏壽司,TW0002754009,2020/09/17,上櫃,觀光事業,ESVUFR,
2755,揚秦,TW0002755006,2020/12/16,上櫃,觀光事業,ESVUFR,
2756,聯發國際,TW0002756004,2022/01/14,上櫃,觀光事業,ESVUFR,
2916,滿心,TW0002916004,2005/03/10,上櫃,貿易百貨業,ESVUFR,
2924,宏太-KY,KYG198691092,2011/12/02,上櫃,貿易百貨業,ESVUFR,
2926,誠品生活,TW0002926003,2013/01/30,上櫃,文化創意業,ESVUFR,
2937,集雅社,TW0002937000,2017/06/08,上櫃,貿易百貨業,ESVUFR,
2947,振宇五金,TW0002947009,2021/10/06,上櫃,貿易百貨業,ESVUFR,
3064,泰偉,TW0003064002,2004/06/09,上櫃,文化創意業,ESVUFR,
3066,李洲,TW0003066007,2004/12/02,上櫃,光電業,ESVUFR,
3067,全域,TW0003067005,2003/10/21,上櫃,其他電子業,ESVUFR,
3071,協禧,TW0003071007,2004/12/30,上櫃,電腦及週邊設備業,ESVUFR,
3073,天方能源,TW0003073003,2007/10/08,上櫃,半導體業,ESVUFR,
3078,僑威,TW0003078002,2005/01/31,上櫃,電子零組件業,ESVUFR,
3081,聯亞,TW0003081006,2015/07/22,上櫃,通信網路業,ESVUFR,
3083,網龍,TW0003083002,2003/12/02,上櫃,文化創意業,ESVUFR,
3085,新零售,TW0003085007,2004/03/01,上櫃,電子商務,ESVUFR,
3086,華義,TW0003086005,2004/03/29,上櫃,文化創意業,ESVUFR,
3088,艾訊,TW0003088001,2005/04/28,上櫃,電腦及週邊設備業,ESVUFR,
3089,億杰,TW0003089009,2003/10/14,上櫃,電子零組件業,ESVUFR,
3093,港建*,TW0003093001,2005/06/17,上櫃,其他電子業,ESVUFR,
3095,及成,TW0003095006,2005/05/26,上櫃,通信網路業,ESVUFR,
3105,穩懋,TW0003105003,2011/12/13,上櫃,半導體業,ESVUFR,
3114,好德,TW0003114005,2004/03/25,上櫃,電子零組件業,ESVUFR,
3115,富榮綱,TW0003115002,2005/04/08,上櫃,電子零組件業,ESVUFR,
3118,進階,TW0003118006,2008/05/21,上櫃,生技醫療業,ESVUFR,
3122,笙泉,TW0003122008,2015/01/26,上櫃,半導體業,ESVUFR,
3128,昇銳,TW0003128005,2006/09/04,上櫃,光電業,ESVUFR,
3131,弘塑,TW0003131009,2011/01/17,上櫃,其他電子業,ESVUFR,
3141,晶宏,TW0003141008,2014/03/14,上櫃,半導體業,ESVUFR,
3147,大綜,TW0003147005,2018/05/29,上櫃,資訊服務業,ESVUFR,
3152,璟德,TW0003152005,2008/03/24,上櫃,通信網路業,ESVUFR,
3162,精確,TW0003162004,2005/10/03,上櫃,電機機械,ESVUFR,
3163,波若威,TW0003163002,2012/12/03,上櫃,通信網路業,ESVUFR,
3169,亞信,TW0003169009,2009/11/24,上櫃,半導體業,ESVUFR,
3171,新洲,TW0003171005,2004/09/17,上櫃,貿易百貨業,ESVUFR,
3176,基亞,TW0003176004,2011/11/23,上櫃,生技醫療業,ESVUFR,
3178,公準,TW0003178000,2018/11/19,上櫃,電機機械,ESVUFR,
3188,鑫龍騰,TW0003188009,2004/03/17,上櫃,建材營造業,ESVUFR,
3191,和進,TW0003191003,2005/04/12,上櫃,電子零組件業,ESVUFR,
3202,樺晟,TW0003202008,2005/07/26,上櫃,電子零組件業,ESVUFR,
3205,佰研,TW0003205001,2005/09/12,上櫃,生技醫療業,ESVUFR,
3206,志豐,TW0003206009,2007/02/08,上櫃,電子零組件業,ESVUFR,
3207,耀勝,TW0003207007,2004/11/04,上櫃,電子零組件業,ESVUFR,
3211,順達,TW0003211009,2004/11/08,上櫃,電腦及週邊設備業,ESVUFR,
3213,茂訊,TW0003213005,2004/10/01,上櫃,電腦及週邊設備業,ESVUFR,
3217,優群,TW0003217006,2004/04/30,上櫃,電子零組件業,ESVUFR,
3218,大學光,TW0003218004,2004/11/29,上櫃,生技醫療業,ESVUFR,
3219,倚強科,TW0003219002,2004/03/19,上櫃,其他電子業,ESVUFR,
3221,台嘉碩,TW0003221008,2006/02/22,上櫃,通信網路業,ESVUFR,
3224,三顧,TW0003224002,2004/06/03,上櫃,電子通路業,ESVUFR,
3226,至寶電,TW0003226007,2004/06/16,上櫃,電機機械,ESVUFR,
3227,原相,TW0003227005,2006/05/04,上櫃,半導體業,ESVUFR,
3228,金麗科,TW0003228003,2005/03/02,上櫃,半導體業,ESVUFR,
3230,錦明,TW0003230009,2006/09/25,上櫃,光電業,ESVUFR,
3232,昱捷,TW0003232005,2004/11/01,上櫃,電子通路業,ESVUFR,
3234,光環,TW0003234001,2011/03/24,上櫃,通信網路業,ESVUFR,
3236,千如,TW0003236006,2004/12/02,上櫃,電子零組件業,ESVUFR,
3252,海灣,TW0003252003,2004/09/23,上櫃,觀光事業,ESVUFR,
3259,鑫創,TW0003259008,2007/12/24,上櫃,半導體業,ESVUFR,
3260,威剛,TW0003260006,2004/10/08,上櫃,半導體業,ESVUFR,
3264,欣銓,TW0003264008,2005/01/05,上櫃,半導體業,ESVUFR,
3265,台星科,TW0003265005,2005/08/02,上櫃,半導體業,ESVUFR,
3268,海德威,TW0003268009,2005/01/27,上櫃,半導體業,ESVUFR,
3272,東碩,TW0003272001,2014/08/26,上櫃,電腦及週邊設備業,ESVUFR,
3276,宇環,TW0003276002,2005/01/12,上櫃,電子零組件業,ESVUFR,
3284,太普高,TW0003284006,2005/03/22,上櫃,其他業,ESVUFR,
3285,微端,TW0003285003,2012/07/23,上櫃,其他電子業,ESVUFR,
3287,廣寰科,TW0003287009,2008/01/28,上櫃,電腦及週邊設備業,ESVUFR,
3288,點晶,TW0003288007,2005/04/15,上櫃,電子零組件業,ESVUFR,
3289,宜特,TW0003289005,2004/12/28,上櫃,其他電子業,ESVUFR,
3290,東浦,TW0003290003,2005/05/19,上櫃,電子零組件業,ESVUFR,
3293,鈊象,TW0003293007,2006/07/12,上櫃,文化創意業,ESVUFR,
3294,英濟,TW0003294005,2007/04/27,上櫃,電子零組件業,ESVUFR,
3297,杭特,TW0003297008,2005/06/07,上櫃,光電業,ESVUFR,
3303,岱稜,TW0003303004,2007/05/28,上櫃,其他電子業,ESVUFR,
3306,鼎天,TW0003306007,2005/07/05,上櫃,通信網路業,ESVUFR,
3310,佳穎,TW0003310009,2008/06/27,上櫃,電子零組件業,ESVUFR,
3313,斐成,TW0003313003,2006/05/29,上櫃,其他業,ESVUFR,
3317,尼克森,TW0003317004,2007/08/09,上櫃,半導體業,ESVUFR,
3322,建舜電,TW0003322004,2009/05/20,上櫃,電子零組件業,ESVUFR,
3323,加百裕,TW0003323002,2007/06/25,上櫃,電腦及週邊設備業,ESVUFR,
